,Title,Price,Kilometers Driven,Fuel Type,Location,Year,Make,Model,Variant,Car Age,Trim Level,Power Indicator
5611,2016 Toyota Etios Liva GD,490000.0,200000.0,Diesel,Jntu Kukat Pally,2016,Toyota,Etios,Liva GD,8,Base,Standard
5612,2016 Maruti Suzuki Alto 800 LXi,250000.0,135000.0,Petrol,Bolarum,2016,Maruti,Suzuki,Alto 800 LXi,8,Base,Standard
5613,2015 Maruti Suzuki Swift Dzire ZXI,500000.0,39000.0,Petrol,Hyderabad,2015,Maruti,Suzuki,Swift Dzire ZXI,9,Base,Standard
5614,2016 Maruti Suzuki Baleno Delta 1.3,570000.0,101200.0,Diesel,Nizampet,2016,Maruti,Suzuki,Baleno Delta 1.3,8,Base,Standard
5615,2014 Maruti Suzuki Ritz Vxi BS-IV,400000.0,55500.0,Petrol,Tellapur,2014,Maruti,Suzuki,Ritz Vxi BS-IV,10,Base,Standard
5616,2017 Hyundai Eon Era +,300000.0,36000.0,Petrol,Hyderabad,2017,Hyundai,Eon,Era +,7,Base,Standard
5617,2019 Maruti Suzuki Vitara Brezza ZDi Plus,950000.0,60000.0,Diesel,Shamshabad,2019,Maruti,Suzuki,Vitara Brezza ZDi Plus,5,Base,Standard
5618,2022 Maruti Suzuki XL6 Alpha MT Petrol [2022-2023],1250000.0,41000.0,Petrol,L.B. Nagar Main Rd.,2022,Maruti,Suzuki,XL6 Alpha MT Petrol,2,Base,Standard
5619,2018 Tata Tigor Revotron XZ,520000.0,110000.0,Petrol,Hyderabad,2018,Tata,Tigor,Revotron XZ,6,Base,Standard
5620,2018 Maruti Suzuki Swift VXi [2018-2019],550000.0,70000.0,Petrol,Kukkatpally,2018,Maruti,Suzuki,Swift VXi,6,Base,Standard
5621,2018 Hyundai Elite i20 Sportz 1.2,600000.0,34340.0,Petrol,Hyderabad,2018,Hyundai,Elite,i20 Sportz 1.2,6,Sport,Standard
5622,2024 Mahindra XUV700 AX 3 Petrol AT 5 STR [2023-2024],1700000.0,20000.0,Petrol,Srinagar Colony,2024,Mahindra,XUV700,AX 3 Petrol AT 5 STR,0,Base,Standard
5623,2022 Hyundai i20 Sportz 1.2 IVT [2020-2023],750000.0,4864.0,Petrol,Bowin Palle,2022,Hyundai,i20,Sportz 1.2 IVT,2,Sport,Standard
5624,2014 Ford EcoSport Titanium 1.5 TDCi,400000.0,130000.0,Diesel,IDA Jeedimetla,2014,Ford,EcoSport,Titanium 1.5 TDCi,10,Base,Standard
5625,1998 Tata Sierra Turbo,280000.0,175000.0,Diesel,Golconda,1998,Tata,Sierra,Turbo,26,Base,Standard
5626,2022 Kia Sonet GTX Plus 1.5 Dual Tone,1400000.0,80000.0,Diesel,Gachibowli,2022,Kia,Sonet,GTX Plus 1.5 Dual Tone,2,Base,GT
5627,2014 Maruti Suzuki Alto K10 VXi,260000.0,80000.0,Petrol,Saroornagar,2014,Maruti,Suzuki,Alto K10 VXi,10,Base,Standard
5628,2014 Maruti Suzuki Swift ZDi,525000.0,105000.0,Diesel,Hyderabad,2014,Maruti,Suzuki,Swift ZDi,10,Base,Standard
5629,2019 Maruti Suzuki Vitara Brezza ZDi Plus,950000.0,60000.0,Diesel,Shamshabad,2019,Maruti,Suzuki,Vitara Brezza ZDi Plus,5,Base,Standard
5630,2018 Honda Amaze 1.5 VX i-DTEC,650000.0,85500.0,Diesel,Hyderabad,2018,Honda,Amaze,1.5 VX i-DTEC,6,Base,Standard
5631,2015 Nissan Terrano XL (D),600000.0,129000.0,Diesel,A P S E Board,2015,Nissan,Terrano,XL (D),9,Base,Standard
5632,2016 Tata Tiago Revotron XZ,325000.0,100000.0,Petrol,Hyderabad,2016,Tata,Tiago,Revotron XZ,8,Base,Standard
5633,2012 Maruti Suzuki Swift DZire LXI,350000.0,164000.0,Petrol,Medchal,2012,Maruti,Suzuki,Swift DZire LXI,12,Base,Standard
5634,2013 Hyundai i10 Magna 1.1 LPG,364000.0,20000.0,LPG,Nizampet,2013,Hyundai,i10,Magna 1.1 LPG,11,Base,Standard
5635,2016 Maruti Suzuki Ertiga ZDI + SHVS,919000.0,38000.0,Diesel,Kothapet,2016,Maruti,Suzuki,Ertiga ZDI + SHVS,8,Base,Standard
5636,2023 Tata Punch Adventure AMT,700000.0,4000.0,Petrol,Karwan,2023,Tata,Punch,Adventure AMT,1,Base,Standard
5637,2020 Datsun redi-GO T(O),350000.0,15351.0,Petrol,Trimulgherry H O,2020,Datsun,redi-GO,T(O),4,Base,Standard
5638,2021 Ford EcoSport Titanium + 1.5L TDCi,900000.0,100000.0,Diesel,Hyderabad,2021,Ford,EcoSport,Titanium + 1.5L TDCi,3,Base,Standard
5639,2016 Maruti Suzuki Swift Dzire VDI,480000.0,135000.0,Diesel,BHEL,2016,Maruti,Suzuki,Swift Dzire VDI,8,Base,Standard
5640,2023 Volkswagen Taigun Topline 1.0 TSI AT (Electric Seats),1900000.0,6800.0,Petrol,Hyderabad,2023,Volkswagen,Taigun,Topline 1.0 TSI AT (Electric Seats),1,Base,Standard
5641,2017 Hyundai Eon Era +,300000.0,36000.0,Petrol,Hyderabad,2017,Hyundai,Eon,Era +,7,Base,Standard
5642,2013 BMW 3 Series 320d Sport Line,1275000.0,173400.0,Diesel,Hankimpet,2013,BMW,3,Series 320d Sport Line,11,Sport,Standard
5643,2023 Hyundai i20 Sportz 1.2 MT,860000.0,8000.0,Petrol,Hyderabad,2023,Hyundai,i20,Sportz 1.2 MT,1,Sport,Standard
5644,2022 Tata Altroz XZ Petrol [2020-2023],750000.0,39000.0,Petrol,Hyderabad,2022,Tata,Altroz,XZ Petrol,2,Base,Standard
5645,2019 Hyundai Santro Sportz [2018-2020],450000.0,99000.0,Petrol,Kphb Colony,2019,Hyundai,Santro,Sportz,5,Sport,Standard
5646,2016 Toyota Etios Liva GD,490000.0,200000.0,Diesel,Jntu Kukat Pally,2016,Toyota,Etios,Liva GD,8,Base,Standard
5647,2019 Kia Seltos GTX Plus 1.4 [2019-2020],1450000.0,48000.0,Petrol,Hyderabad,2019,Kia,Seltos,GTX Plus 1.4,5,Base,GT
5648,2012 Maruti Suzuki Swift DZire LXI,350000.0,164000.0,Petrol,Medchal,2012,Maruti,Suzuki,Swift DZire LXI,12,Base,Standard
5649,2016 Tata Tiago Revotron XZ,325000.0,100000.0,Petrol,Hyderabad,2016,Tata,Tiago,Revotron XZ,8,Base,Standard
5650,2018 Tata Tigor Revotron XZ,520000.0,110000.0,Petrol,Hyderabad,2018,Tata,Tigor,Revotron XZ,6,Base,Standard
5651,2018 Maruti Suzuki Swift VXi [2018-2019],550000.0,70000.0,Petrol,Kukkatpally,2018,Maruti,Suzuki,Swift VXi,6,Base,Standard
5652,2018 Hyundai Elite i20 Sportz 1.2,600000.0,34340.0,Petrol,Hyderabad,2018,Hyundai,Elite,i20 Sportz 1.2,6,Sport,Standard
5653,2019 Honda Amaze 1.2 VX MT Petrol [2018-2020],650000.0,20000.0,Petrol,Icrisat,2019,Honda,Amaze,1.2 VX MT Petrol,5,Base,Standard
5654,2023 Tata Punch Adventure AMT,700000.0,4000.0,Petrol,Karwan,2023,Tata,Punch,Adventure AMT,1,Base,Standard
5655,1998 Tata Sierra Turbo,280000.0,175000.0,Diesel,Golconda,1998,Tata,Sierra,Turbo,26,Base,Standard
5656,2018 Maruti Suzuki Ciaz Delta 1.3 Diesel,750000.0,29000.0,Diesel,Hayathnagar,2018,Maruti,Suzuki,Ciaz Delta 1.3 Diesel,6,Base,Standard
5657,2017 Honda Amaze 1.5 SX i-DTEC,500000.0,77438.0,Diesel,Bowrampet,2017,Honda,Amaze,1.5 SX i-DTEC,7,Base,Standard
5658,2012 Skoda Rapid Active 1.6 TDI CR MT,480000.0,187000.0,Diesel,Hyderabad,2012,Skoda,Rapid,Active 1.6 TDI CR MT,12,Base,Standard
5659,2010 Ford Figo Duratec Petrol ZXI 1.2,250000.0,65000.0,Petrol,Hyderabad,2010,Ford,Figo,Duratec Petrol ZXI 1.2,14,Base,Standard
5660,2020 Honda Jazz ZX CVT,800000.0,45000.0,Petrol,Hyderabad,2020,Honda,Jazz,ZX CVT,4,Base,Standard
5661,2023 Maruti Suzuki Alto K10 VXi [2022-2023],500000.0,11000.0,Petrol,Hyderabad,2023,Maruti,Suzuki,Alto K10 VXi,1,Base,Standard
5662,2019 BMW 3 Series GT 330i M Sport,4000000.0,34000.0,Petrol,A C Guards,2019,BMW,3,Series GT 330i M Sport,5,Sport,GT
5663,2014 Toyota Etios G,415000.0,58000.0,Petrol,Osman Nagar,2014,Toyota,Etios,G,10,Base,Standard
5664,2004 Toyota Qualis FS F5,250000.0,250000.0,Diesel,Toli Chowki,2004,Toyota,Qualis,FS F5,20,Base,Standard
5665,2015 Hyundai Xcent S 1.2 [2014-2016],420000.0,37000.0,Petrol,Rodamestri Nagar,2015,Hyundai,Xcent,S 1.2,9,Base,Standard
5666,2023 Hyundai Creta SX 1.5 Diesel,1900000.0,19700.0,Diesel,Nagaram,2023,Hyundai,Creta,SX 1.5 Diesel,1,Base,Standard
5667,2014 Ford Classic 1.4 TDCi CLXi,300000.0,58000.0,Diesel,Banjara Hills Hyderabad,2014,Ford,Classic,1.4 TDCi CLXi,10,Base,Standard
5668,2014 Hyundai Xcent SX 1.1 CRDi (O),350000.0,200000.0,Diesel,Hyderabad,2014,Hyundai,Xcent,SX 1.1 CRDi (O),10,Base,Standard
5669,2016 Toyota Innova Crysta 2.4 G 7 STR [2016-2017],1400000.0,166000.0,Diesel,Hyderabad,2016,Toyota,Innova,Crysta 2.4 G 7 STR,8,Base,Standard
5670,2020 Maruti Suzuki Wagon R ZXi 1.2,600000.0,70000.0,Petrol,Hyderabad,2020,Maruti,Suzuki,Wagon R ZXi 1.2,4,Base,Standard
5671,2022 Maruti Suzuki Dzire VXi CNG [2020-2023],750000.0,64000.0,CNG,Uppal,2022,Maruti,Suzuki,Dzire VXi CNG,2,Base,Standard
5672,2017 Honda Amaze 1.5 SX i-DTEC,500000.0,77438.0,Diesel,Bowrampet,2017,Honda,Amaze,1.5 SX i-DTEC,7,Base,Standard
5673,2017 Maruti Suzuki Swift Dzire ZDI AMT,650000.0,86000.0,Diesel,Hyderabad,2017,Maruti,Suzuki,Swift Dzire ZDI AMT,7,Base,Standard
5674,2014 Skoda Octavia Ambition 2.0 TDI AT,700000.0,198000.0,Diesel,Vijay Nagar Colony,2014,Skoda,Octavia,Ambition 2.0 TDI AT,10,Base,Standard
5675,2021 Maruti Suzuki Alto 800 VXi,370000.0,21000.0,Petrol,Kompally,2021,Maruti,Suzuki,Alto 800 VXi,3,Base,Standard
5676,2022 Hyundai i20 Sportz 1.2 MT [2020-2023],930000.0,5160.0,Petrol,Serilingampally,2022,Hyundai,i20,Sportz 1.2 MT,2,Sport,Standard
5677,2015 Renault Kwid RXT [2015-2019],180000.0,113000.0,Petrol,Shamshabad,2015,Renault,Kwid,RXT,9,Base,Standard
5678,2015 Ford EcoSport Titanium 1.5 TDCi,550000.0,100000.0,Diesel,Hyderabad,2015,Ford,EcoSport,Titanium 1.5 TDCi,9,Base,Standard
5679,2022 Maruti Suzuki Dzire VXi [2020-2023],700000.0,94000.0,Petrol,Humayun Nagar,2022,Maruti,Suzuki,Dzire VXi,2,Base,Standard
5680,2021 Tata Altroz XZ Diesel [2020-2023],827000.0,24500.0,Diesel,Patancheru,2021,Tata,Altroz,XZ Diesel,3,Base,Standard
5681,2022 Tata Safari XT Plus,1930000.0,12265.0,Diesel,Hyderabad,2022,Tata,Safari,XT Plus,2,Base,Standard
5682,2024 Mahindra Scorpio N Z6 Diesel AT 2WD 7 STR,1300000.0,10000.0,Diesel,Saroornagar,2024,Mahindra,Scorpio,N Z6 Diesel AT 2WD 7 STR,0,Base,Standard
5683,2018 Maruti Suzuki Swift VDi [2018-2019],700000.0,95000.0,Diesel,Himayatnagar,2018,Maruti,Suzuki,Swift VDi,6,Base,Standard
5684,2022 MG Astor Smart EX 1.5 MT [2022-2023],1600000.0,22000.0,Petrol,Bandlaguda,2022,MG,Astor,Smart EX 1.5 MT,2,Base,Standard
5685,2006 Hyundai Accent CRDi,220000.0,210000.0,Diesel,Hyderabad,2006,Hyundai,Accent,CRDi,18,Base,Standard
5686,2020 Maruti Suzuki Dzire VDi,700000.0,120000.0,Diesel,Hyderabad,2020,Maruti,Suzuki,Dzire VDi,4,Base,Standard
5687,2017 Honda City SV CVT,750000.0,15000.0,Petrol,Hyderabad,2017,Honda,City,SV CVT,7,Base,Standard
5688,2018 Ford Aspire Titanium Plus 1.2 Ti-VCT,575000.0,40000.0,Petrol,Meerpet,2018,Ford,Aspire,Titanium Plus 1.2 Ti-VCT,6,Base,Standard
5689,2021 Tata Nexon XZ Plus (O),1000000.0,14960.0,Petrol,Nizampet,2021,Tata,Nexon,XZ Plus (O),3,Base,Standard
5690,2022 Maruti Suzuki Baleno Zeta AGS [2022-2023],850000.0,10500.0,Petrol,Kothapet,2022,Maruti,Suzuki,Baleno Zeta AGS,2,Base,Standard
5691,2017 Renault Kwid 1.0 RXT [2016-2019],340000.0,40000.0,Petrol,A C Guards,2017,Renault,Kwid,1.0 RXT,7,Base,Standard
5692,2020 Hyundai Creta E 1.5 Diesel [2020-2022],1000000.0,50000.0,Diesel,Begumpet,2020,Hyundai,Creta,E 1.5 Diesel,4,Base,Standard
5693,2018 BMW 5 Series 530d M Sport [2017-2019],3000000.0,185000.0,Diesel,Manikonda,2018,BMW,5,Series 530d M Sport,6,Sport,Standard
5694,2014 Volkswagen Vento Highline Diesel,450000.0,89000.0,Diesel,Maruthi Nagar,2014,Volkswagen,Vento,Highline Diesel,10,Base,Standard
5695,2018 Maruti Suzuki Ignis Alpha 1.3 AMT Diesel [2017-2018],400000.0,183000.0,Diesel,Chaitanyapuri Colony,2018,Maruti,Suzuki,Ignis Alpha 1.3 AMT Diesel,6,Base,Standard
5696,2023 Maruti Suzuki Baleno Zeta AGS [2022-2023],920000.0,12000.0,Petrol,Hyderabad,2023,Maruti,Suzuki,Baleno Zeta AGS,1,Base,Standard
5697,2018 Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],1250000.0,21000.0,Diesel,Mallapur,2018,Maruti,Suzuki,Vitara Brezza ZDi+ Dual Tone,6,Base,Standard
5698,2023 Maruti Suzuki Ertiga VXi (O) CNG,1300000.0,78000.0,CNG,Uppal,2023,Maruti,Suzuki,Ertiga VXi (O) CNG,1,Base,Standard
5699,2019 Maruti Suzuki S-Cross Delta 1.3,900000.0,105000.0,Diesel,Gachibowli,2019,Maruti,Suzuki,S-Cross Delta 1.3,5,Base,Standard
5700,2019 Kia Seltos GTX Plus 1.4 [2019-2020],1450000.0,48000.0,Petrol,Hyderabad,2019,Kia,Seltos,GTX Plus 1.4,5,Base,GT
5701,2012 Tata Indica Vista LS Quadrajet BS IV,250000.0,97500.0,Diesel,Hyderabad,2012,Tata,Indica,Vista LS Quadrajet BS IV,12,Base,Standard
5702,2018 Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2017-2020],550000.0,40000.0,Petrol,Bolarum,2018,Hyundai,Grand,i10 Sportz 1.2 Kappa VTVT,6,Sport,Standard
5703,2008 Maruti Suzuki Swift LDi,150000.0,135000.0,Diesel,Kondapur,2008,Maruti,Suzuki,Swift LDi,16,Base,Standard
5704,2016 Skoda Rapid 1.5 TDI CR Ambition,700000.0,79000.0,Diesel,Pragathi Nagar,2016,Skoda,Rapid,1.5 TDI CR Ambition,8,Base,Standard
5705,2020 Kia Seltos Anniversary Edition 1.5 Diesel,1500000.0,42000.0,Diesel,Erragadda,2020,Kia,Seltos,Anniversary Edition 1.5 Diesel,4,Base,Standard
5706,2022 Nissan Magnite XV Premium [2020],850000.0,4000.0,Petrol,Hyderabad,2022,Nissan,Magnite,XV Premium [2020],2,Base,Standard
5707,2014 Maruti Suzuki Swift ZDi,525000.0,105000.0,Diesel,Hyderabad,2014,Maruti,Suzuki,Swift ZDi,10,Base,Standard
5708,2018 Hyundai Verna SX 1.6 VTVT,850000.0,138000.0,Petrol,Hyderabad,2018,Hyundai,Verna,SX 1.6 VTVT,6,Base,Standard
5709,2021 Tata Safari XZ Plus 6S Adventure,1800000.0,140000.0,Diesel,N G R I,2021,Tata,Safari,XZ Plus 6S Adventure,3,Base,Standard
5710,2021 Tata Nexon XMA Diesel,989950.0,30000.0,Diesel,Hyderabad,2021,Tata,Nexon,XMA Diesel,3,Base,Standard
5711,2021 Nissan Magnite XE [2020],530000.0,14600.0,Petrol,Attapur,2021,Nissan,Magnite,XE [2020],3,Base,Standard
5712,2019 Maruti Suzuki Vitara Brezza ZDi Plus,950000.0,60000.0,Diesel,Shamshabad,2019,Maruti,Suzuki,Vitara Brezza ZDi Plus,5,Base,Standard
5713,2023 Hyundai Verna SX (O) 1.5 Turbo Petrol DCT,1950000.0,10000.0,Petrol,Kompally,2023,Hyundai,Verna,SX (O) 1.5 Turbo Petrol DCT,1,Base,Standard
5714,2016 Maruti Suzuki Alto 800 LXi,300000.0,21000.0,Petrol,A P S E Board,2016,Maruti,Suzuki,Alto 800 LXi,8,Base,Standard
5715,2020 Hyundai Creta S 1.5 Diesel [2020-2022],1100000.0,98000.0,Diesel,Jntu Kukat Pally,2020,Hyundai,Creta,S 1.5 Diesel,4,Base,Standard
5716,2023 Hyundai i20 Sportz 1.2 MT,860000.0,8000.0,Petrol,Hyderabad,2023,Hyundai,i20,Sportz 1.2 MT,1,Sport,Standard
5717,2022 Maruti Suzuki XL6 Alpha MT Petrol [2022-2023],1250000.0,41000.0,Petrol,L.B. Nagar Main Rd.,2022,Maruti,Suzuki,XL6 Alpha MT Petrol,2,Base,Standard
5718,2015 Nissan Terrano XL (D),600000.0,129000.0,Diesel,A P S E Board,2015,Nissan,Terrano,XL (D),9,Base,Standard
5719,2016 Honda City V Diesel,730000.0,42000.0,Diesel,West Marredpally,2016,Honda,City,V Diesel,8,Base,Standard
5720,2021 Hyundai Creta S 1.5 Petrol [2020-2022],1200000.0,40000.0,Petrol,Hyderabad,2021,Hyundai,Creta,S 1.5 Petrol,3,Base,Standard
5721,2018 Maruti Suzuki Ignis Alpha 1.3 AMT Diesel [2017-2018],400000.0,183000.0,Diesel,Chaitanyapuri Colony,2018,Maruti,Suzuki,Ignis Alpha 1.3 AMT Diesel,6,Base,Standard
5722,2022 Tata Safari XT Plus,1930000.0,12265.0,Diesel,Hyderabad,2022,Tata,Safari,XT Plus,2,Base,Standard
5723,2022 Mahindra Thar LX Hard Top Petrol AT,1550000.0,40000.0,Petrol,Gachibowli,2022,Mahindra,Thar,LX Hard Top Petrol AT,2,Base,Standard
5724,2010 Ford Figo Duratec Petrol ZXI 1.2,250000.0,65000.0,Petrol,Hyderabad,2010,Ford,Figo,Duratec Petrol ZXI 1.2,14,Base,Standard
5725,2023 Hyundai Creta SX 1.5 Diesel,1900000.0,19700.0,Diesel,Nagaram,2023,Hyundai,Creta,SX 1.5 Diesel,1,Base,Standard
5726,2021 Maruti Suzuki Alto 800 VXi,360000.0,27000.0,Petrol,Hastinapuram,2021,Maruti,Suzuki,Alto 800 VXi,3,Base,Standard
5727,2021 Maruti Suzuki Vitara Brezza VXi,950000.0,24500.0,Petrol,Kukkatpally,2021,Maruti,Suzuki,Vitara Brezza VXi,3,Base,Standard
5728,2017 Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],750000.0,136000.0,Diesel,Hyderabad,2017,Maruti,Suzuki,Vitara Brezza ZDi+ Dual Tone,7,Base,Standard
5729,2020 Honda Jazz ZX CVT,800000.0,45000.0,Petrol,Hyderabad,2020,Honda,Jazz,ZX CVT,4,Base,Standard
5730,2019 BMW 3 Series GT 330i M Sport,4000000.0,34000.0,Petrol,A C Guards,2019,BMW,3,Series GT 330i M Sport,5,Sport,GT
5731,2023 Maruti Suzuki Alto K10 VXi [2022-2023],500000.0,11000.0,Petrol,Hyderabad,2023,Maruti,Suzuki,Alto K10 VXi,1,Base,Standard
5732,2007 Maruti Suzuki Swift LDi,160000.0,90000.0,Diesel,Chikkadapalli Market,2007,Maruti,Suzuki,Swift LDi,17,Base,Standard
5733,2019 Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,580000.0,28000.0,Petrol,Hyderabad,2019,Hyundai,Grand,i10 Nios Sportz 1.2 Kappa VTVT,5,Sport,Standard
5734,2022 Honda Amaze VX CVT 1.2 Petrol [2021],910000.0,25000.0,Petrol,Kompally,2022,Honda,Amaze,VX CVT 1.2 Petrol [2021],2,Base,Standard
5735,2014 Maruti Suzuki Ertiga Vxi,500000.0,72000.0,Petrol,A P S E Board,2014,Maruti,Suzuki,Ertiga Vxi,10,Base,Standard
5736,2011 Hyundai i10 Magna 1.2 Kappa2,250000.0,72300.0,Petrol,Ameerpet,2011,Hyundai,i10,Magna 1.2 Kappa2,13,Base,Standard
5737,2022 Hyundai Alcazar Platinum 7 STR 1.5 Diesel,1500000.0,25000.0,Diesel,Ameerpet,2022,Hyundai,Alcazar,Platinum 7 STR 1.5 Diesel,2,Base,Standard
5738,2008 Hyundai Verna XXi,320000.0,95000.0,Petrol,Hyderabad,2008,Hyundai,Verna,XXi,16,Base,Standard
5739,2015 Volkswagen Polo GT TDI,550000.0,99000.0,Diesel,Sanjeeva Reddy Nagar,2015,Volkswagen,Polo,GT TDI,9,Base,GT
5740,2015 Honda Mobilio RS Diesel,500000.0,120000.0,Diesel,Kismatpur,2015,Honda,Mobilio,RS Diesel,9,Base,Standard
5741,2013 Audi Q3 2.0 TFSI quattro,1300000.0,189000.0,Petrol,A P E R L,2013,Audi,Q3,2.0 TFSI quattro,11,Base,Standard
5742,2021 Kia Sonet HTX 1.0 DCT,1145000.0,13500.0,Petrol,Hyderabad,2021,Kia,Sonet,HTX 1.0 DCT,3,Base,Standard
5743,2021 Tata Nexon XZ Plus (S) [2022-2023],900000.0,43000.0,Petrol,Bakaram,2021,Tata,Nexon,XZ Plus (S),3,Base,Standard
5744,2021 Hyundai Creta S 1.5 Petrol [2020-2022],1200000.0,40000.0,Petrol,Hyderabad,2021,Hyundai,Creta,S 1.5 Petrol,3,Base,Standard
5745,2011 Hyundai i20 Sportz 1.4 CRDI,260000.0,120000.0,Diesel,Jntu Kukat Pally,2011,Hyundai,i20,Sportz 1.4 CRDI,13,Sport,Standard
5746,2011 Hyundai Verna Fluidic 1.6 CRDi SX Opt,360000.0,100000.0,Diesel,Kavadiguda,2011,Hyundai,Verna,Fluidic 1.6 CRDi SX Opt,13,Base,Standard
5747,2019 Datsun GO T(O) [2018-2019],400000.0,38000.0,Petrol,Manikonda,2019,Datsun,GO,T(O),5,Base,Standard
5748,2024 Maruti Suzuki Celerio VXi CNG,450000.0,50000.0,CNG,Kukkatpally,2024,Maruti,Suzuki,Celerio VXi CNG,0,Base,Standard
5749,2017 Renault Kwid 1.0 RXL Edition,300000.0,55000.0,Petrol,Hyderabad,2017,Renault,Kwid,1.0 RXL Edition,7,Base,Standard
5750,2019 Jeep Compass Limited 1.4 Petrol AT [2017-2020],1450000.0,65000.0,Petrol,Hyderabad,2019,Jeep,Compass,Limited 1.4 Petrol AT,5,Base,Standard
5751,2013 Toyota Etios VX-D,469000.0,98330.0,Diesel,Chikkadapalli Market,2013,Toyota,Etios,VX-D,11,Base,Standard
5752,2021 Renault Kiger RXZ MT,740000.0,2500.0,Petrol,Jubilee Hills,2021,Renault,Kiger,RXZ MT,3,Base,Standard
5753,2005 Maruti Suzuki Alto Std BS-II,85000.0,58000.0,Petrol,B N Reddy Nagar,2005,Maruti,Suzuki,Alto Std BS-II,19,Base,Standard
5754,2021 Toyota Innova Crysta 2.4 GX Limited Edition 8 STR,2100000.0,41000.0,Diesel,Karmanghat,2021,Toyota,Innova,Crysta 2.4 GX Limited Edition 8 STR,3,Base,Standard
5755,2020 Maruti Suzuki Swift VXi,580000.0,53500.0,Petrol,Hyderabad,2020,Maruti,Suzuki,Swift VXi,4,Base,Standard
5756,2019 Toyota Cresta Suffire 2.4 Diesel AT,1800000.0,200000.0,Diesel,Advanced Training Institute,2019,Toyota,Cresta,Suffire 2.4 Diesel AT,5,Base,Standard
5757,2014 Maruti Suzuki Alto 800 Lxi,210000.0,51900.0,Petrol,Safilguda,2014,Maruti,Suzuki,Alto 800 Lxi,10,Base,Standard
5758,2006 Hyundai Santro Xing XE,150000.0,96000.0,Petrol,Tellapur,2006,Hyundai,Santro,Xing XE,18,Base,Standard
5759,2021 Hyundai i20 Magna 1.2 MT [2020-2023],650000.0,28875.0,Petrol,Pragathi Nagar,2021,Hyundai,i20,Magna 1.2 MT,3,Base,Standard
5760,2017 Ford Aspire Trend 1.5 TDCi,430000.0,84000.0,Diesel,Quthbullapur,2017,Ford,Aspire,Trend 1.5 TDCi,7,Base,Standard
5761,2011 Hyundai i10 Magna 1.2 Kappa2,250000.0,72300.0,Petrol,Ameerpet,2011,Hyundai,i10,Magna 1.2 Kappa2,13,Base,Standard
5762,2017 Hyundai Creta SX Plus 1.6 Dual Tone Petrol,800001.0,103300.0,Petrol,Hyderabad,2017,Hyundai,Creta,SX Plus 1.6 Dual Tone Petrol,7,Base,Standard
5763,2016 BMW 3 Series 320d Prestige,2500000.0,52000.0,Diesel,Jubilee Hills,2016,BMW,3,Series 320d Prestige,8,Base,Standard
5764,2016 Maruti Suzuki Swift Dzire VDI,500000.0,152085.0,Diesel,Hyderabad,2016,Maruti,Suzuki,Swift Dzire VDI,8,Base,Standard
5765,2018 Renault Kwid 1.0 RXT AMT Opt [2016-2019],300000.0,72000.0,Petrol,Patancheru,2018,Renault,Kwid,1.0 RXT AMT Opt,6,Base,Standard
5766,2007 Maruti Suzuki SX4 ZXI MT LEATHER BS-IV,199000.0,179500.0,Petrol,Hyderabad,2007,Maruti,Suzuki,SX4 ZXI MT LEATHER BS-IV,17,Base,Standard
5767,2019 Hyundai Verna SX (O) Anniversary Edition 1.6 CRDi,1000000.0,99000.0,Diesel,Hyderabad,2019,Hyundai,Verna,SX (O) Anniversary Edition 1.6 CRDi,5,Base,Standard
5768,2013 Toyota Etios VX-D,469000.0,98330.0,Diesel,Chikkadapalli Market,2013,Toyota,Etios,VX-D,11,Base,Standard
5769,2021 Renault Kiger RXZ MT,740000.0,2500.0,Petrol,Jubilee Hills,2021,Renault,Kiger,RXZ MT,3,Base,Standard
5770,2022 Skoda Octavia L&K 2.0,3100000.0,16500.0,Petrol,Madhapur,2022,Skoda,Octavia,L&K 2.0,2,Base,Standard
5771,2021 Hyundai i20 Magna 1.2 MT [2020-2023],650000.0,28875.0,Petrol,Pragathi Nagar,2021,Hyundai,i20,Magna 1.2 MT,3,Base,Standard
5772,2017 Ford Aspire Trend 1.5 TDCi,430000.0,84000.0,Diesel,Quthbullapur,2017,Ford,Aspire,Trend 1.5 TDCi,7,Base,Standard
5773,2019 Datsun GO T(O) [2018-2019],400000.0,38000.0,Petrol,Manikonda,2019,Datsun,GO,T(O),5,Base,Standard
5774,2024 Maruti Suzuki Celerio VXi CNG,450000.0,50000.0,CNG,Kukkatpally,2024,Maruti,Suzuki,Celerio VXi CNG,0,Base,Standard
5775,2015 Honda Mobilio RS Diesel,500000.0,120000.0,Diesel,Kismatpur,2015,Honda,Mobilio,RS Diesel,9,Base,Standard
5776,2013 Audi Q3 2.0 TFSI quattro,1300000.0,189000.0,Petrol,A P E R L,2013,Audi,Q3,2.0 TFSI quattro,11,Base,Standard
5777,2013 Hyundai Santro Xing GLS,300000.0,95000.0,Petrol,Keshorigi,2013,Hyundai,Santro,Xing GLS,11,Base,Standard
5778,2015 Volkswagen Polo GT TDI,550000.0,99000.0,Diesel,Sanjeeva Reddy Nagar,2015,Volkswagen,Polo,GT TDI,9,Base,GT
